date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-10-01,SKU065,253,81,14,76
2024-10-01,SKU066,51,54,11,74
2024-10-01,SKU067,105,26,21,37
2024-10-01,SKU068,188,72,11,23
2024-10-01,SKU069,242,7,21,24
2024-10-01,SKU070,226,15,21,45
2024-10-01,SKU071,183,46,13,50
2024-10-01,SKU072,286,72,16,51
2024-10-01,SKU073,87,58,17,79
2024-10-01,SKU074,88,82,13,46
2024-10-01,SKU075,106,52,17,80
2024-10-01,SKU076,82,67,17,30
2024-10-01,SKU077,31,38,15,40
2024-10-01,SKU078,166,76,16,59
2024-10-01,SKU079,33,24,15,39
2024-10-01,SKU080,26,50,10,21
2024-10-01,SKU081,71,92,16,75
2024-10-01,SKU082,186,53,10,76
2024-10-01,SKU083,288,80,14,38
2024-10-01,SKU084,240,79,7,64
2024-10-01,SKU085,109,6,21,46
2024-10-01,SKU086,230,95,12,21
2024-10-01,SKU087,295,56,17,79
2024-10-01,SKU088,81,91,9,41
2024-10-01,SKU089,85,47,6,72
2024-10-01,SKU090,136,27,18,33
2024-10-01,SKU091,94,3,21,37
2024-10-01,SKU092,99,22,15,30
2024-10-01,SKU093,216,16,21,49
2024-10-01,SKU094,220,68,7,48
2024-10-01,SKU095,166,92,12,68
2024-10-01,SKU096,99,82,11,75
2024-10-01,SKU097,246,19,7,26
2024-10-01,SKU098,193,41,8,31
2024-10-01,SKU099,146,44,6,47
2024-10-01,SKU100,169,84,6,62
2024-10-01,SKU101,204,97,12,32
2024-10-01,SKU102,112,10,16,49
2024-10-01,SKU103,178,20,12,55
2024-10-01,SKU104,159,67,14,50
2024-10-01,SKU105,152,90,20,68
2024-10-01,SKU106,128,14,7,53
2024-10-01,SKU107,115,96,19,62
2024-10-01,SKU108,156,59,19,33
2024-10-01,SKU109,20,6,18,76
2024-10-01,SKU110,128,24,8,39
2024-10-01,SKU111,142,60,6,70
2024-10-01,SKU112,168,32,5,68
2024-10-01,SKU113,246,2,19,20
2024-10-01,SKU114,112,24,13,45
2024-10-01,SKU115,66,82,5,62
2024-10-01,SKU116,263,29,3,63
2024-10-01,SKU117,237,44,3,64
2024-10-01,SKU118,203,17,10,27
2024-10-01,SKU119,47,29,6,79
2024-10-01,SKU120,270,83,10,22
2024-10-01,SKU121,118,31,7,53
2024-10-01,SKU122,117,52,5,74
2024-10-01,SKU123,175,82,20,71
2024-10-01,SKU124,58,56,21,64
2024-10-01,SKU125,105,52,13,77
2024-10-01,SKU126,46,35,9,52
2024-10-01,SKU127,111,36,7,35
2024-10-01,SKU128,198,21,10,52
2024-10-01,SKU129,154,79,5,23
2024-10-01,SKU130,296,15,4,66
2024-10-01,SKU131,149,97,21,43
2024-10-01,SKU132,270,22,9,77
2024-10-01,SKU133,242,85,10,39
2024-10-01,SKU134,265,2,13,51
2024-10-01,SKU135,31,22,19,52
2024-10-01,SKU136,251,23,8,64
2024-10-01,SKU137,241,16,21,54
2024-10-01,SKU138,182,93,11,30
2024-10-01,SKU139,213,45,16,71
2024-10-01,SKU140,117,28,13,34
2024-10-01,SKU141,83,80,6,31
2024-10-01,SKU142,280,2,20,65
2024-10-01,SKU143,195,86,12,50
2024-10-01,SKU144,50,57,13,31
2024-10-01,SKU145,21,11,16,57
2024-10-01,SKU146,26,75,19,43
2024-10-01,SKU147,82,31,4,40
2024-10-01,SKU148,295,14,13,54
2024-10-01,SKU149,158,78,17,26
2024-10-01,SKU150,243,8,20,77
2024-10-01,SKU151,126,53,19,30
2024-10-01,SKU152,24,27,21,47
2024-10-01,SKU153,219,89,9,39
2024-10-01,SKU154,193,30,6,68
2024-10-01,SKU155,235,25,8,73
2024-10-01,SKU156,55,79,6,72
2024-10-01,SKU157,105,41,13,77
2024-10-01,SKU158,298,68,7,74
2024-10-01,SKU159,100,67,17,37
2024-10-01,SKU160,189,92,13,80
2024-10-01,SKU161,154,30,13,23
2024-10-01,SKU162,229,67,7,45
2024-10-01,SKU163,275,51,21,30
2024-10-01,SKU164,210,11,18,52
2024-10-01,SKU165,161,89,20,47
2024-10-01,SKU166,104,85,14,63
2024-10-01,SKU167,148,69,3,63
2024-10-01,SKU168,289,31,6,39
2024-10-01,SKU169,260,3,6,41
2024-10-01,SKU170,146,71,20,62
2024-10-01,SKU171,107,96,8,34
2024-10-01,SKU172,299,19,20,52
2024-10-01,SKU173,114,60,4,64
2024-10-01,SKU174,68,5,5,29
2024-10-01,SKU175,182,42,9,48
2024-10-01,SKU176,72,77,13,71
2024-10-01,SKU177,259,64,20,26
2024-10-01,SKU178,215,5,3,20
2024-10-01,SKU179,112,32,3,60
2024-10-01,SKU180,39,63,6,47
2024-10-01,SKU181,38,30,7,71
2024-10-01,SKU182,21,22,9,77
2024-10-01,SKU183,60,58,4,66
2024-10-01,SKU184,45,90,8,80
2024-10-01,SKU185,250,37,5,44
2024-10-01,SKU186,211,66,13,69
2024-10-01,SKU187,87,80,12,44
2024-10-01,SKU188,30,38,12,52
2024-10-01,SKU189,47,68,14,25
2024-10-01,SKU190,58,64,3,60
2024-10-01,SKU191,270,71,14,80
2024-10-01,SKU192,279,100,16,41
2024-10-01,SKU193,114,12,14,59
2024-10-01,SKU194,274,12,19,67
2024-10-01,SKU195,230,82,5,35
2024-10-01,SKU196,270,21,21,64
2024-10-01,SKU197,261,60,4,71
2024-10-01,SKU198,157,2,5,20
2024-10-01,SKU199,236,66,10,46
2024-10-01,SKU200,196,94,4,33
2024-10-08,SKU001,286,92,16,56
2024-10-08,SKU002,83,22,16,62
2024-10-08,SKU003,191,80,16,25
2024-10-08,SKU004,176,20,20,29
2024-10-08,SKU005,246,50,20,54
2024-10-08,SKU006,194,30,8,58
2024-10-08,SKU007,47,30,20,45
2024-10-08,SKU008,52,12,14,39
2024-10-08,SKU009,46,98,15,69
2024-10-08,SKU010,90,78,13,45
2024-10-08,SKU011,181,35,13,75
2024-10-08,SKU012,99,49,13,31
2024-10-08,SKU013,53,49,4,53
2024-10-08,SKU014,274,72,3,30
2024-10-08,SKU015,144,36,17,44
2024-10-08,SKU016,256,5,4,21
2024-10-08,SKU017,80,72,5,48
2024-10-08,SKU018,288,39,5,61
2024-10-08,SKU019,101,97,21,69
2024-10-08,SKU020,24,99,15,24
2024-10-08,SKU021,208,83,17,20
2024-10-08,SKU022,128,98,16,69
2024-10-08,SKU023,268,6,20,31
2024-10-08,SKU024,152,98,8,33
2024-10-08,SKU025,242,30,20,29
2024-10-08,SKU026,117,83,11,61
2024-10-08,SKU027,244,96,21,48
2024-10-08,SKU028,64,65,21,80
2024-10-08,SKU029,231,94,5,21
2024-10-08,SKU030,164,18,13,40
2024-10-08,SKU031,290,83,16,52
2024-10-08,SKU032,282,31,12,23
2024-10-08,SKU033,164,21,15,60
2024-10-08,SKU034,225,40,18,67
2024-10-08,SKU035,251,87,9,33
2024-10-08,SKU036,143,90,18,20
2024-10-08,SKU037,239,76,5,43
2024-10-08,SKU038,143,92,19,65
2024-10-08,SKU039,167,20,10,53
2024-10-08,SKU040,224,22,15,59
2024-10-08,SKU041,297,81,13,61
2024-10-08,SKU042,55,74,13,54
2024-10-08,SKU043,208,89,16,42
2024-10-08,SKU044,269,15,4,74
2024-10-08,SKU045,140,45,12,66
2024-10-08,SKU046,124,49,10,41
2024-10-08,SKU047,154,95,21,40
2024-10-08,SKU048,259,71,19,55
2024-10-08,SKU049,269,29,7,62
2024-10-08,SKU050,243,83,3,80
2024-10-08,SKU051,261,70,21,59
2024-10-08,SKU052,217,27,11,38
2024-10-08,SKU053,183,42,4,33
2024-10-08,SKU054,170,22,11,53
2024-10-08,SKU055,282,94,8,56
2024-10-08,SKU056,163,9,6,32
2024-10-08,SKU057,102,18,19,71
2024-10-08,SKU058,208,45,9,79
2024-10-08,SKU059,192,74,20,74
2024-10-08,SKU060,154,55,5,79
2024-10-08,SKU061,199,54,18,73
2024-10-08,SKU062,103,61,4,58
2024-10-08,SKU063,82,19,11,79
2024-10-08,SKU064,263,41,5,76
2024-10-08,SKU065,132,32,11,23
2024-10-08,SKU066,286,31,4,51
2024-10-08,SKU067,42,30,17,28
2024-10-08,SKU068,121,77,21,54
2024-10-08,SKU069,75,85,13,74
2024-10-08,SKU070,268,29,6,58
2024-10-08,SKU071,189,31,11,77
2024-10-08,SKU072,297,45,16,25
2024-10-08,SKU073,252,29,18,53
2024-10-08,SKU074,221,34,8,26
2024-10-08,SKU075,243,86,4,67
2024-10-08,SKU076,190,37,19,52
2024-10-08,SKU077,98,93,9,45
2024-10-08,SKU078,27,20,7,60
2024-10-08,SKU079,121,21,18,76
2024-10-08,SKU080,214,98,4,61
2024-10-08,SKU081,82,65,16,46
2024-10-08,SKU082,90,2,3,28
2024-10-08,SKU083,253,76,9,37
2024-10-08,SKU084,298,76,11,44
2024-10-08,SKU085,226,84,4,24
2024-10-08,SKU086,41,87,14,32
2024-10-08,SKU087,82,62,8,52
2024-10-08,SKU088,194,26,21,52
2024-10-08,SKU089,39,97,14,60
2024-10-08,SKU090,273,75,9,22
2024-10-08,SKU091,146,95,10,45
2024-10-08,SKU092,113,18,3,52
2024-10-08,SKU093,289,77,19,21
2024-10-08,SKU094,111,66,18,48
2024-10-08,SKU095,206,38,3,36
2024-10-08,SKU096,259,2,15,41
2024-10-08,SKU097,268,13,9,78
2024-10-08,SKU098,215,56,12,32
2024-10-08,SKU099,123,66,15,51
2024-10-08,SKU100,190,94,5,30
2024-10-08,SKU101,50,100,16,34
2024-10-08,SKU102,172,78,3,39
2024-10-08,SKU103,253,82,8,66
2024-10-08,SKU104,214,70,9,42
2024-10-08,SKU105,261,11,13,22
2024-10-08,SKU106,274,52,10,79
2024-10-08,SKU107,266,10,12,58
2024-10-08,SKU108,262,51,13,52
2024-10-08,SKU109,67,21,5,32
2024-10-08,SKU110,28,90,17,67
2024-10-08,SKU111,60,77,18,69
2024-10-08,SKU112,287,29,17,21
2024-10-08,SKU113,199,13,21,45
2024-10-08,SKU114,174,23,7,25
2024-10-08,SKU115,61,10,18,29
2024-10-08,SKU116,284,54,4,76
2024-10-08,SKU117,119,98,16,69
2024-10-08,SKU118,275,41,4,37
2024-10-08,SKU119,62,92,12,48
2024-10-08,SKU120,75,86,12,46
2024-10-08,SKU121,214,17,12,34
2024-10-08,SKU122,149,81,11,24
2024-10-08,SKU123,92,2,9,75
2024-10-08,SKU124,94,68,19,74
2024-10-08,SKU125,236,19,19,67
2024-10-08,SKU126,148,87,3,36
2024-10-08,SKU127,39,9,7,77
2024-10-08,SKU128,192,68,8,67
2024-10-08,SKU129,47,17,9,54
2024-10-08,SKU130,56,57,13,62
2024-10-08,SKU131,181,9,14,58
2024-10-08,SKU132,69,44,17,59
2024-10-08,SKU133,272,34,19,20
2024-10-08,SKU134,248,20,15,61
2024-10-08,SKU135,79,14,18,49
2024-10-08,SKU136,222,94,15,39
2024-10-08,SKU137,42,80,12,73
2024-10-08,SKU138,248,62,12,26
2024-10-08,SKU139,172,55,12,62
2024-10-08,SKU140,283,73,21,40
2024-10-08,SKU141,81,47,18,65
2024-10-08,SKU142,76,52,15,28
2024-10-08,SKU143,69,43,16,43
2024-10-08,SKU144,210,57,14,75
2024-10-08,SKU145,219,14,11,47
2024-10-08,SKU146,264,78,8,46
2024-10-08,SKU147,59,39,19,71
2024-10-08,SKU148,33,82,20,43
2024-10-08,SKU149,71,66,20,30
2024-10-08,SKU150,255,5,3,23
2024-10-08,SKU151,117,48,6,75
2024-10-08,SKU152,98,14,8,43
2024-10-08,SKU153,280,13,16,69
2024-10-08,SKU154,294,57,4,42
2024-10-08,SKU155,62,11,6,44
2024-10-08,SKU156,89,66,19,63
2024-10-08,SKU157,264,82,8,54
2024-10-08,SKU158,33,78,13,27
2024-10-08,SKU159,27,95,3,31
2024-10-08,SKU160,49,38,21,67
2024-10-08,SKU161,82,12,14,64
2024-10-08,SKU162,263,56,6,35
2024-10-08,SKU163,231,78,16,53
2024-10-08,SKU164,156,72,9,31
2024-10-08,SKU165,125,10,8,23
2024-10-08,SKU166,58,4,18,69
2024-10-08,SKU167,154,81,17,51
2024-10-08,SKU168,161,64,17,54
2024-10-08,SKU169,177,16,5,35
2024-10-08,SKU170,33,76,18,62
2024-10-08,SKU171,78,23,5,75
2024-10-08,SKU172,220,28,21,48
2024-10-08,SKU173,227,72,19,57
2024-10-08,SKU174,78,49,7,33
2024-10-08,SKU175,129,39,12,24
2024-10-08,SKU176,104,41,14,33
2024-10-08,SKU177,149,53,9,32
2024-10-08,SKU178,80,6,10,27
2024-10-08,SKU179,105,30,10,76
2024-10-08,SKU180,232,30,14,53
2024-10-08,SKU181,253,66,11,48
2024-10-08,SKU182,267,21,13,77
2024-10-08,SKU183,43,68,21,20
2024-10-08,SKU184,85,7,5,48
2024-10-08,SKU185,25,89,19,64
2024-10-08,SKU186,40,68,10,66
2024-10-08,SKU187,130,89,17,79
2024-10-08,SKU188,216,2,6,24
2024-10-08,SKU189,181,0,12,26
2024-10-08,SKU190,233,74,6,22
2024-10-08,SKU191,300,23,16,52
2024-10-08,SKU192,104,11,8,24
2024-10-08,SKU193,54,38,11,79
2024-10-08,SKU194,137,2,11,78
2024-10-08,SKU195,97,12,20,74
2024-10-08,SKU196,278,6,4,63
2024-10-08,SKU197,134,90,14,37
2024-10-08,SKU198,178,30,17,77
2024-10-08,SKU199,146,19,16,29
2024-10-08,SKU200,204,21,20,45
2024-10-15,SKU001,211,20,14,68
2024-10-15,SKU002,187,95,6,73
2024-10-15,SKU003,126,71,17,28
2024-10-15,SKU004,233,51,15,38
2024-10-15,SKU005,210,61,10,41
2024-10-15,SKU006,293,35,14,62
2024-10-15,SKU007,141,100,3,68
2024-10-15,SKU008,65,73,5,34
2024-10-15,SKU009,229,27,10,75
2024-10-15,SKU010,69,52,17,57
2024-10-15,SKU011,152,59,18,60
2024-10-15,SKU012,20,57,15,55
2024-10-15,SKU013,120,49,15,45
2024-10-15,SKU014,285,36,15,42
2024-10-15,SKU015,79,75,8,71
2024-10-15,SKU016,103,23,5,75
2024-10-15,SKU017,205,59,12,54
2024-10-15,SKU018,84,71,15,29
2024-10-15,SKU019,285,81,10,42
2024-10-15,SKU020,298,16,20,60
2024-10-15,SKU021,70,15,19,49
2024-10-15,SKU022,92,72,8,32
2024-10-15,SKU023,163,71,13,25
2024-10-15,SKU024,250,9,5,52
2024-10-15,SKU025,256,88,11,35
2024-10-15,SKU026,228,94,11,69
2024-10-15,SKU027,158,20,4,55
2024-10-15,SKU028,227,89,14,72
2024-10-15,SKU029,66,97,15,49
2024-10-15,SKU030,193,57,3,64
2024-10-15,SKU031,299,6,5,22
2024-10-15,SKU032,182,100,15,30
2024-10-15,SKU033,209,77,4,22
2024-10-15,SKU034,238,81,12,48
2024-10-15,SKU035,74,90,13,20
2024-10-15,SKU036,198,39,11,25
2024-10-15,SKU037,51,86,17,56
2024-10-15,SKU038,37,24,14,60
2024-10-15,SKU039,169,84,8,24
2024-10-15,SKU040,257,63,6,69
2024-10-15,SKU041,214,44,14,55
2024-10-15,SKU042,253,88,15,20
2024-10-15,SKU043,156,67,16,29
2024-10-15,SKU044,218,38,8,24
2024-10-15,SKU045,74,38,7,30
2024-10-15,SKU046,186,91,21,64
2024-10-15,SKU047,176,8,8,60
2024-10-15,SKU048,126,2,11,72
2024-10-15,SKU049,257,30,11,44
2024-10-15,SKU050,24,25,15,48
2024-10-15,SKU051,232,41,12,61
2024-10-15,SKU052,199,94,10,39
2024-10-15,SKU053,97,64,3,72
2024-10-15,SKU054,31,22,17,27
2024-10-15,SKU055,174,50,16,62
2024-10-15,SKU056,193,61,13,54
2024-10-15,SKU057,279,14,6,21
2024-10-15,SKU058,133,62,5,66
2024-10-15,SKU059,100,39,11,74
2024-10-15,SKU060,110,51,10,64
2024-10-15,SKU061,287,0,5,49
2024-10-15,SKU062,48,51,13,75
2024-10-15,SKU063,240,58,6,26
2024-10-15,SKU064,60,48,19,50
2024-10-15,SKU065,38,100,10,78
2024-10-15,SKU066,214,0,16,28
2024-10-15,SKU067,77,79,6,51
2024-10-15,SKU068,219,58,18,52
2024-10-15,SKU069,44,2,13,74
2024-10-15,SKU070,134,84,6,64
2024-10-15,SKU071,116,35,12,59
2024-10-15,SKU072,171,34,6,68
2024-10-15,SKU073,221,89,8,30
2024-10-15,SKU074,296,90,5,46
2024-10-15,SKU075,207,73,16,23
2024-10-15,SKU076,193,37,10,64
2024-10-15,SKU077,266,62,4,62
2024-10-15,SKU078,177,42,14,20
2024-10-15,SKU079,216,37,7,32
2024-10-15,SKU080,96,48,20,61
2024-10-15,SKU081,185,31,12,52
2024-10-15,SKU082,285,63,14,53
2024-10-15,SKU083,206,89,9,36
2024-10-15,SKU084,60,47,8,39
2024-10-15,SKU085,58,54,4,39
2024-10-15,SKU086,83,64,19,37
2024-10-15,SKU087,293,30,19,72
2024-10-15,SKU088,87,3,15,26
2024-10-15,SKU089,248,97,16,22
2024-10-15,SKU090,183,89,9,72
2024-10-15,SKU091,118,47,3,52
2024-10-15,SKU092,104,23,6,28
2024-10-15,SKU093,165,47,8,59
2024-10-15,SKU094,223,42,11,36
2024-10-15,SKU095,176,18,3,79
2024-10-15,SKU096,191,51,18,22
2024-10-15,SKU097,232,88,7,39
2024-10-15,SKU098,235,99,13,26
2024-10-15,SKU099,159,54,18,67
2024-10-15,SKU100,125,70,20,41
2024-10-15,SKU101,232,69,15,48
2024-10-15,SKU102,55,32,20,44
2024-10-15,SKU103,136,46,16,65
2024-10-15,SKU104,106,29,4,70
2024-10-15,SKU105,23,33,8,77
2024-10-15,SKU106,137,42,6,62
2024-10-15,SKU107,99,98,4,45
2024-10-15,SKU108,109,58,12,56
2024-10-15,SKU109,210,57,19,30
2024-10-15,SKU110,24,21,17,69
2024-10-15,SKU111,67,11,10,36
2024-10-15,SKU112,112,54,10,24
2024-10-15,SKU113,125,53,7,23
2024-10-15,SKU114,276,21,19,67
2024-10-15,SKU115,233,1,13,36
2024-10-15,SKU116,258,94,7,30
2024-10-15,SKU117,97,58,17,51
2024-10-15,SKU118,100,95,15,33
2024-10-15,SKU119,168,69,8,70
2024-10-15,SKU120,266,62,15,76
2024-10-15,SKU121,177,93,3,37
2024-10-15,SKU122,240,80,21,72
2024-10-15,SKU123,208,90,14,49
2024-10-15,SKU124,72,37,15,72
2024-10-15,SKU125,129,65,11,63
2024-10-15,SKU126,131,1,17,42
2024-10-15,SKU127,248,90,19,20
2024-10-15,SKU128,232,26,5,50
2024-10-15,SKU129,266,67,10,64
2024-10-15,SKU130,189,55,9,56
2024-10-15,SKU131,104,37,7,57
2024-10-15,SKU132,53,90,10,53
2024-10-15,SKU133,274,85,12,26
2024-10-15,SKU134,71,92,15,43
2024-10-15,SKU135,221,2,19,59
2024-10-15,SKU136,42,100,13,69
2024-10-15,SKU137,82,1,12,57
2024-10-15,SKU138,58,28,6,31
2024-10-15,SKU139,218,59,16,69
2024-10-15,SKU140,56,96,8,57
2024-10-15,SKU141,275,44,11,35
2024-10-15,SKU142,229,16,3,34
2024-10-15,SKU143,225,91,9,42
2024-10-15,SKU144,238,42,11,65
2024-10-15,SKU145,95,17,11,56
2024-10-15,SKU146,36,40,3,57
2024-10-15,SKU147,229,84,4,73
2024-10-15,SKU148,44,18,15,60
2024-10-15,SKU149,203,12,7,26
2024-10-15,SKU150,104,26,4,54
2024-10-15,SKU151,41,93,5,58
2024-10-15,SKU152,233,72,19,65
2024-10-15,SKU153,297,11,9,75
2024-10-15,SKU154,240,48,13,60
2024-10-15,SKU155,94,96,7,55
2024-10-15,SKU156,137,96,17,69
2024-10-15,SKU157,226,72,8,62
2024-10-15,SKU158,267,3,7,67
2024-10-15,SKU159,245,13,5,46
2024-10-15,SKU160,296,90,18,28
2024-10-15,SKU161,227,7,9,75
2024-10-15,SKU162,135,18,20,77
2024-10-15,SKU163,256,37,16,28
2024-10-15,SKU164,83,91,18,63
2024-10-15,SKU165,105,56,5,62
2024-10-15,SKU166,164,1,5,44
2024-10-15,SKU167,285,6,6,62
2024-10-15,SKU168,121,70,3,71
2024-10-15,SKU169,246,50,18,65
2024-10-15,SKU170,40,14,16,51
2024-10-15,SKU171,83,3,4,67
2024-10-15,SKU172,264,6,14,39
2024-10-15,SKU173,122,66,8,54
2024-10-15,SKU174,205,74,12,74
2024-10-15,SKU175,69,23,8,67
2024-10-15,SKU176,254,4,21,42
2024-10-15,SKU177,252,68,17,71
2024-10-15,SKU178,119,32,15,60
2024-10-15,SKU179,206,45,13,38
2024-10-15,SKU180,133,89,11,72
2024-10-15,SKU181,65,45,6,43
2024-10-15,SKU182,274,73,11,32
2024-10-15,SKU183,278,74,10,54
2024-10-15,SKU184,231,36,15,40
2024-10-15,SKU185,85,36,20,49
2024-10-15,SKU186,47,24,13,69
2024-10-15,SKU187,155,99,8,72
2024-10-15,SKU188,133,70,7,30
2024-10-15,SKU189,66,63,7,24
2024-10-15,SKU190,292,25,15,65
2024-10-15,SKU191,25,76,20,49
2024-10-15,SKU192,280,26,15,55
2024-10-15,SKU193,121,27,12,53
2024-10-15,SKU194,188,5,4,23
2024-10-15,SKU195,158,65,9,60
2024-10-15,SKU196,195,3,13,43
2024-10-15,SKU197,142,52,11,65
2024-10-15,SKU198,186,59,4,80
2024-10-15,SKU199,85,78,6,69
2024-10-15,SKU200,44,72,13,54
2024-10-22,SKU001,29,99,14,20
2024-10-22,SKU002,143,41,10,33
2024-10-22,SKU003,196,89,11,34
2024-10-22,SKU004,38,64,19,33
2024-10-22,SKU005,233,36,6,61
2024-10-22,SKU006,179,78,7,55
2024-10-22,SKU007,131,42,13,54
2024-10-22,SKU008,109,55,9,70
2024-10-22,SKU009,226,2,18,27
2024-10-22,SKU010,147,58,9,30
2024-10-22,SKU011,239,1,9,62
2024-10-22,SKU012,70,78,18,79
2024-10-22,SKU013,53,59,7,24
2024-10-22,SKU014,115,65,10,70
2024-10-22,SKU015,80,74,3,47
2024-10-22,SKU016,139,60,21,47
2024-10-22,SKU017,222,9,17,76
2024-10-22,SKU018,108,14,13,69
2024-10-22,SKU019,48,3,6,54
2024-10-22,SKU020,170,19,6,75
2024-10-22,SKU021,77,57,17,36
2024-10-22,SKU022,281,31,17,29
2024-10-22,SKU023,206,18,12,34
2024-10-22,SKU024,199,57,8,70
2024-10-22,SKU025,27,26,4,53
2024-10-22,SKU026,89,41,10,52
2024-10-22,SKU027,100,6,7,33
2024-10-22,SKU028,284,41,19,24
2024-10-22,SKU029,230,0,7,32
2024-10-22,SKU030,73,97,13,56
2024-10-22,SKU031,151,29,4,57
2024-10-22,SKU032,72,79,11,56
2024-10-22,SKU033,230,68,10,42
2024-10-22,SKU034,269,76,5,78
2024-10-22,SKU035,109,100,8,35
2024-10-22,SKU036,199,69,14,30
2024-10-22,SKU037,119,9,7,43
2024-10-22,SKU038,235,57,4,79
2024-10-22,SKU039,256,20,5,56
2024-10-22,SKU040,274,1,11,58
2024-10-22,SKU041,192,32,3,36
2024-10-22,SKU042,78,2,21,39
2024-10-22,SKU043,156,17,11,78
2024-10-22,SKU044,233,85,7,28
2024-10-22,SKU045,123,51,14,58
2024-10-22,SKU046,165,65,5,67
2024-10-22,SKU047,261,13,7,33
2024-10-22,SKU048,33,49,4,37
2024-10-22,SKU049,27,88,15,71
2024-10-22,SKU050,230,70,14,61
2024-10-22,SKU051,46,5,7,66
2024-10-22,SKU052,214,5,15,46
2024-10-22,SKU053,118,97,18,61
2024-10-22,SKU054,144,50,6,44
2024-10-22,SKU055,264,58,12,52
2024-10-22,SKU056,159,77,7,29
2024-10-22,SKU057,292,51,12,51
2024-10-22,SKU058,48,82,13,76
2024-10-22,SKU059,239,16,3,72
2024-10-22,SKU060,135,52,17,57
2024-10-22,SKU061,236,38,8,46
2024-10-22,SKU062,236,23,11,46
2024-10-22,SKU063,146,38,5,73
2024-10-22,SKU064,167,54,10,39
2024-10-22,SKU065,227,32,17,35
2024-10-22,SKU066,168,60,12,79
2024-10-22,SKU067,31,95,6,66
2024-10-22,SKU068,270,23,7,57
2024-10-22,SKU069,255,33,11,28
2024-10-22,SKU070,179,4,21,49
2024-10-22,SKU071,45,88,13,54
2024-10-22,SKU072,51,20,8,29
2024-10-22,SKU073,70,99,5,32
2024-10-22,SKU074,138,97,8,55
2024-10-22,SKU075,294,41,21,22
2024-10-22,SKU076,167,49,12,32
2024-10-22,SKU077,87,2,9,79
2024-10-22,SKU078,126,13,19,54
2024-10-22,SKU079,215,53,16,50
2024-10-22,SKU080,89,88,7,79
2024-10-22,SKU081,100,37,15,57
2024-10-22,SKU082,280,28,21,55
2024-10-22,SKU083,123,85,11,68
2024-10-22,SKU084,79,6,19,48
2024-10-22,SKU085,94,13,6,34
2024-10-22,SKU086,300,40,6,40
2024-10-22,SKU087,156,73,17,23
2024-10-22,SKU088,284,73,21,65
2024-10-22,SKU089,298,43,3,26
2024-10-22,SKU090,77,97,21,27
2024-10-22,SKU091,113,20,15,46
2024-10-22,SKU092,216,55,6,69
2024-10-22,SKU093,230,13,6,56
2024-10-22,SKU094,128,39,8,48
2024-10-22,SKU095,180,51,21,64
2024-10-22,SKU096,40,66,20,76
2024-10-22,SKU097,21,27,8,78
2024-10-22,SKU098,165,90,3,60
2024-10-22,SKU099,197,58,18,29
2024-10-22,SKU100,48,43,18,61
2024-10-22,SKU101,267,80,19,71
2024-10-22,SKU102,50,31,4,80
2024-10-22,SKU103,191,2,10,30
2024-10-22,SKU104,185,78,10,74
2024-10-22,SKU105,176,46,15,30
2024-10-22,SKU106,180,5,9,54
2024-10-22,SKU107,46,83,20,40
2024-10-22,SKU108,71,10,15,49
2024-10-22,SKU109,122,24,7,65
2024-10-22,SKU110,52,99,10,28
2024-10-22,SKU111,280,82,21,36
2024-10-22,SKU112,150,24,15,64
2024-10-22,SKU113,124,68,14,57
2024-10-22,SKU114,179,16,12,70
2024-10-22,SKU115,77,80,20,32
2024-10-22,SKU116,76,34,9,53
2024-10-22,SKU117,148,62,11,20
2024-10-22,SKU118,235,5,6,80
2024-10-22,SKU119,218,52,9,71
2024-10-22,SKU120,82,71,10,45
2024-10-22,SKU121,167,58,11,67
2024-10-22,SKU122,230,22,6,67
2024-10-22,SKU123,294,21,20,61
2024-10-22,SKU124,244,13,21,58
2024-10-22,SKU125,179,3,6,23
2024-10-22,SKU126,218,13,13,46
2024-10-22,SKU127,75,31,11,33
2024-10-22,SKU128,90,43,19,54
2024-10-22,SKU129,49,26,7,34
2024-10-22,SKU130,97,47,3,46
2024-10-22,SKU131,194,23,8,23
2024-10-22,SKU132,55,100,19,61
2024-10-22,SKU133,107,86,19,27
2024-10-22,SKU134,55,11,14,47
2024-10-22,SKU135,272,55,16,79
2024-10-22,SKU136,276,28,4,79
2024-10-22,SKU137,91,41,18,58
2024-10-22,SKU138,247,19,18,73
2024-10-22,SKU139,85,51,8,34
2024-10-22,SKU140,91,13,21,80
2024-10-22,SKU141,187,29,19,22
2024-10-22,SKU142,106,0,11,34
2024-10-22,SKU143,128,64,7,39
2024-10-22,SKU144,275,48,21,54
2024-10-22,SKU145,255,38,6,32
2024-10-22,SKU146,227,39,10,58
2024-10-22,SKU147,252,60,6,50
2024-10-22,SKU148,35,4,9,76
2024-10-22,SKU149,56,10,21,71
2024-10-22,SKU150,173,1,11,24
2024-10-22,SKU151,209,81,4,35
2024-10-22,SKU152,295,15,8,77
2024-10-22,SKU153,181,15,5,45
2024-10-22,SKU154,177,6,12,78
2024-10-22,SKU155,276,75,16,27
2024-10-22,SKU156,286,85,21,33
2024-10-22,SKU157,162,81,21,55
2024-10-22,SKU158,61,70,12,43
2024-10-22,SKU159,136,47,7,35
2024-10-22,SKU160,213,93,4,42
2024-10-22,SKU161,268,31,15,26
2024-10-22,SKU162,53,64,5,56
